,model_name,loss,acc,recall,precision,f1,std
0,test_epoch14.pt,1.5039644398965126,91.15013774104683,91.15013774104683,87.3144424896989,87.80179834557504,0.3443234625364298
1,test_epoch19.pt,1.4994037394352853,90.87465564738292,90.87465564738292,86.90284509025471,88.33304032637929,0.3402580856762497
2,test_epoch24.pt,1.4991059946948175,91.15013774104683,91.15013774104683,87.52033221528963,88.85169611890733,0.3408066861801834
3,test_epoch29.pt,1.503232073192754,91.11570247933885,91.11570247933885,87.52671150996511,88.88792059891699,0.3406732608840839
4,test_epoch4.pt,1.529585454746383,90.94352617079889,90.94352617079889,87.22125361920418,86.72982432982678,0.3492200330353481
5,test_epoch9.pt,1.5173427539751878,90.87465564738292,90.87465564738292,85.40659028429106,86.69409790032819,0.348954950089245
